order_id,order_date,city,warehouse_id,delivery_date,category,order_value_inr,courier_partner,route_id
87908,4/25/2024,Ludhiana,WH_004,4/29/2024,Fashion-Women,777.74,Shadowfax,R_WH_004_Ludhiana
87909,8/25/2023,Dhanbad,WH_018,8/27/2023,Toys & Baby,1395.23,AmazonLogistics,R_WH_018_Dhanbad
87910,12/20/2024,Faridabad,WH_016,12/23/2024,Fashion-Men,816.79,BlueDart,R_WH_016_Faridabad
87911,6/21/2023,Thane,WH_002,6/24/2023,Sports & Fitness,2375.87,XpressBees,R_WH_002_Thane
87912,1/20/2024,Jaipur,WH_010,1/22/2024,Industrial Supplies,2527.7,XpressBees,R_WH_010_Jaipur
87913,3/21/2024,Ahmedabad,WH_014,3/21/2024,Mobile & Accessories,1237.93,IndiaPost,R_WH_014_Ahmedabad
87914,7/26/2023,Visakhapatnam,WH_006,7/27/2023,Home & Kitchen,828.18,Delhivery,R_WH_006_Visakhapatnam
87915,5/30/2023,Chennai,WH_016,6/2/2023,Furniture,1092.02,Delhivery,R_WH_016_Chennai
87916,1/5/2025,Bengaluru,WH_007,1/7/2025,Beauty & Personal Care,196.47,XpressBees,R_WH_007_Bengaluru
87917,7/24/2024,Srinagar,WH_008,7/31/2024,Health,1577.98,IndiaPost,R_WH_008_Srinagar
87918,3/15/2025,Madurai,WH_001,3/16/2025,Mobile & Accessories,3780.07,BlueDart,R_WH_001_Madurai
87919,5/31/2023,Pune,WH_001,6/9/2023,Grocery,875.33,IndiaPost,R_WH_001_Pune
87920,11/3/2024,Jodhpur,WH_012,11/3/2024,Beauty & Personal Care,331.83,BlueDart,R_WH_012_Jodhpur
87921,4/23/2023,Agra,WH_002,4/23/2023,Sports & Fitness,1343.55,Shadowfax,R_WH_002_Agra
87922,8/20/2023,Madurai,WH_013,8/23/2023,Fashion-Women,1967.9,Shadowfax,R_WH_013_Madurai
87923,7/6/2025,Kanpur,WH_013,7/7/2025,Sports & Fitness,1540.56,BlueDart,R_WH_013_Kanpur
87924,8/17/2025,Jaipur,WH_018,8/19/2025,Electronics,1246.03,EcomExpress,R_WH_018_Jaipur
87925,5/2/2024,Jodhpur,WH_020,5/5/2024,Jewellery,752.72,XpressBees,R_WH_020_Jodhpur
87926,1/18/2024,Nagpur,WH_003,1/19/2024,Home & Kitchen,2179.74,IndiaPost,R_WH_003_Nagpur
87927,8/15/2025,Moradabad,WH_001,8/16/2025,Office Products,2137.23,Shadowfax,R_WH_001_Moradabad
87928,1/9/2024,Chennai,WH_009,1/10/2024,Sports & Fitness,1133.8,Delhivery,R_WH_009_Chennai
87929,8/7/2025,Nashik,WH_008,8/10/2025,Toys & Baby,399.39,XpressBees,R_WH_008_Nashik
87930,11/28/2024,Rajkot,WH_019,12/2/2024,Pet Supplies,1446.97,XpressBees,R_WH_019_Rajkot
87931,1/20/2025,Kalyan-Dombivli,WH_004,1/22/2025,Fashion-Women,138.24,AmazonLogistics,R_WH_004_Kalyan-Dombivli
87932,9/4/2023,Raipur,WH_005,9/8/2023,Home & Kitchen,592.02,IndiaPost,R_WH_005_Raipur
87933,5/20/2023,Nashik,WH_017,5/23/2023,Sports & Fitness,472.16,DTDC,R_WH_017_Nashik
87934,9/15/2024,Jaipur,WH_012,9/18/2024,Fashion-Women,538.57,EcomExpress,R_WH_012_Jaipur
87935,2/6/2024,Vadodara,WH_013,2/13/2024,Health,422.22,Shadowfax,R_WH_013_Vadodara
87936,9/18/2025,Ludhiana,WH_014,9/22/2025,Automotive,2031.84,Shadowfax,R_WH_014_Ludhiana
87937,12/7/2024,Gurugram,WH_017,12/12/2024,Jewellery,516.68,DTDC,R_WH_017_Gurugram
87938,8/13/2025,Patna,WH_020,8/16/2025,Pet Supplies,3416.28,XpressBees,R_WH_020_Patna
87939,5/5/2023,Pimpri-Chinchwad,WH_019,5/8/2023,Home & Kitchen,2108.07,EcomExpress,R_WH_019_Pimpri-Chinchwad
87940,12/22/2023,Bhiwandi,WH_007,12/25/2023,Fashion-Men,2036.87,EcomExpress,R_WH_007_Bhiwandi
87941,8/27/2023,Bhopal,WH_014,8/29/2023,Electronics,4900.63,IndiaPost,R_WH_014_Bhopal
87942,5/27/2024,Jaipur,WH_011,5/27/2024,Appliances,200.92,Delhivery,R_WH_011_Jaipur
87943,9/24/2024,Moradabad,WH_007,9/26/2024,Sports & Fitness,1153.92,EcomExpress,R_WH_007_Moradabad
87944,8/23/2024,Chennai,WH_015,8/25/2024,Electronics,1094.55,AmazonLogistics,R_WH_015_Chennai
87945,6/15/2024,Aligarh,WH_013,6/19/2024,Beauty & Personal Care,1194.02,BlueDart,R_WH_013_Aligarh
87946,9/30/2023,Bhubaneswar,WH_005,10/1/2023,Electronics,700.16,EcomExpress,R_WH_005_Bhubaneswar
87947,6/26/2023,Nagpur,WH_014,6/29/2023,Stationery,423.03,Delhivery,R_WH_014_Nagpur
87948,2/10/2024,Pune,WH_003,2/15/2024,Mobile & Accessories,2002.35,EcomExpress,R_WH_003_Pune
87949,4/24/2023,Nashik,WH_015,5/1/2023,Footwear,2824.64,IndiaPost,R_WH_015_Nashik
87950,7/17/2025,Vadodara,WH_001,7/23/2025,Appliances,552.01,DTDC,R_WH_001_Vadodara
87951,3/4/2025,Faridabad,WH_008,3/7/2025,Health,547.94,EcomExpress,R_WH_008_Faridabad
87952,1/27/2023,Ahmedabad,WH_020,1/30/2023,Electronics,615.18,XpressBees,R_WH_020_Ahmedabad
87953,11/30/2024,Hyderabad,WH_014,12/2/2024,Furniture,978.71,BlueDart,R_WH_014_Hyderabad
87954,2/22/2024,Meerut,WH_002,2/29/2024,Electronics,955.3,EcomExpress,R_WH_002_Meerut
87955,8/21/2024,Raipur,WH_007,8/26/2024,Furniture,1705.5,Delhivery,R_WH_007_Raipur
87956,8/14/2024,Thane,WH_015,8/18/2024,Fashion-Men,797.04,XpressBees,R_WH_015_Thane
87957,4/6/2024,Raipur,WH_013,4/6/2024,Industrial Supplies,2570.62,BlueDart,R_WH_013_Raipur
87958,6/29/2023,Lucknow,WH_019,7/1/2023,Fashion-Women,3645.23,EcomExpress,R_WH_019_Lucknow
87959,7/20/2024,Jodhpur,WH_008,7/21/2024,Pet Supplies,200.83,AmazonLogistics,R_WH_008_Jodhpur
87960,9/4/2023,Jabalpur,WH_001,9/7/2023,Health,3192.68,EcomExpress,R_WH_001_Jabalpur
87961,5/14/2024,Hyderabad,WH_015,5/18/2024,Home & Kitchen,352.32,Shadowfax,R_WH_015_Hyderabad
87962,11/13/2023,Ghaziabad,WH_008,11/15/2023,Jewellery,154.39,EcomExpress,R_WH_008_Ghaziabad
87963,3/9/2024,Bengaluru,WH_020,3/9/2024,Stationery,318.25,Shadowfax,R_WH_020_Bengaluru
87964,8/21/2023,Dhanbad,WH_014,8/24/2023,Electronics,5190.57,DTDC,R_WH_014_Dhanbad
87965,8/16/2025,Raipur,WH_006,8/18/2025,Appliances,190.42,XpressBees,R_WH_006_Raipur
87966,8/17/2025,Mumbai,WH_003,8/19/2025,Beauty & Personal Care,263.91,BlueDart,R_WH_003_Mumbai
87967,2/20/2025,Pimpri-Chinchwad,WH_006,2/20/2025,Fashion-Women,215.27,DTDC,R_WH_006_Pimpri-Chinchwad
87968,6/12/2025,Chennai,WH_001,6/15/2025,Fashion-Women,269.19,Delhivery,R_WH_001_Chennai
87969,9/12/2024,Patna,WH_017,9/14/2024,Industrial Supplies,674.51,DTDC,R_WH_017_Patna
87970,9/12/2025,Srinagar,WH_015,9/19/2025,Jewellery,1153.18,IndiaPost,R_WH_015_Srinagar
87971,1/19/2025,Moradabad,WH_020,1/19/2025,Fashion-Men,3005.13,BlueDart,R_WH_020_Moradabad
87972,6/8/2025,Chandigarh,WH_018,6/10/2025,Health,404.61,Shadowfax,R_WH_018_Chandigarh
87973,3/29/2025,Pune,WH_002,3/30/2025,Health,504.7,Delhivery,R_WH_002_Pune
87974,1/4/2024,Chennai,WH_005,1/11/2024,Mobile & Accessories,608.87,IndiaPost,R_WH_005_Chennai
87975,10/28/2024,Coimbatore,WH_010,10/29/2024,Stationery,2034.93,XpressBees,R_WH_010_Coimbatore
87976,6/17/2023,Agra,WH_008,6/28/2023,Fashion-Men,167.21,Shadowfax,R_WH_008_Agra
87977,3/9/2023,Hyderabad,WH_019,3/12/2023,Stationery,368.38,BlueDart,R_WH_019_Hyderabad
87978,2/15/2025,Gurugram,WH_001,2/20/2025,Automotive,283.62,Delhivery,R_WH_001_Gurugram
87979,8/9/2025,Kanpur,WH_002,8/13/2025,Industrial Supplies,1198.4,DTDC,R_WH_002_Kanpur
87980,9/13/2025,Thane,WH_015,9/15/2025,Grocery,1621.71,DTDC,R_WH_015_Thane
87981,1/16/2025,Hyderabad,WH_011,1/21/2025,Footwear,473.63,EcomExpress,R_WH_011_Hyderabad
87982,7/4/2024,Jaipur,WH_003,7/4/2024,Mobile & Accessories,5006.81,Delhivery,R_WH_003_Jaipur
87983,10/16/2024,Varanasi,WH_019,10/22/2024,Industrial Supplies,926.46,AmazonLogistics,R_WH_019_Varanasi
87984,12/11/2023,Coimbatore,WH_016,12/17/2023,Appliances,199.59,Shadowfax,R_WH_016_Coimbatore
87985,6/13/2024,Aligarh,WH_006,6/18/2024,Health,1899,EcomExpress,R_WH_006_Aligarh
87986,2/21/2023,Kanpur,WH_014,2/25/2023,Footwear,480.7,BlueDart,R_WH_014_Kanpur
87987,3/20/2024,Vijayawada,WH_005,3/23/2024,Fashion-Women,2897.45,BlueDart,R_WH_005_Vijayawada
87988,1/3/2025,Coimbatore,WH_013,1/8/2025,Toys & Baby,2756.08,BlueDart,R_WH_013_Coimbatore
87989,3/15/2025,Pune,WH_020,3/17/2025,Stationery,493.25,BlueDart,R_WH_020_Pune
87990,8/14/2024,Chennai,WH_017,8/19/2024,Pet Supplies,230.58,IndiaPost,R_WH_017_Chennai
87991,11/23/2024,Visakhapatnam,WH_009,11/27/2024,Industrial Supplies,5416.69,Delhivery,R_WH_009_Visakhapatnam
87992,5/20/2023,Agra,WH_011,5/22/2023,Home & Kitchen,617.38,BlueDart,R_WH_011_Agra
87993,12/21/2024,Bhiwandi,WH_004,12/23/2024,Footwear,2347.75,Delhivery,R_WH_004_Bhiwandi
87994,2/13/2024,Kolkata,WH_020,2/18/2024,Jewellery,411.41,BlueDart,R_WH_020_Kolkata
87995,12/1/2023,Jodhpur,WH_001,12/3/2023,Toys & Baby,119.29,DTDC,R_WH_001_Jodhpur
87996,10/8/2023,Kolkata,WH_003,10/11/2023,Health,2100.58,EcomExpress,R_WH_003_Kolkata
87997,2/9/2024,Dhanbad,WH_010,2/18/2024,Footwear,1157.33,EcomExpress,R_WH_010_Dhanbad
87998,5/2/2023,Vasai-Virar,WH_016,5/6/2023,Fashion-Men,1326.87,BlueDart,R_WH_016_Vasai-Virar
87999,12/23/2024,Varanasi,WH_009,12/27/2024,Fashion-Women,1568.47,Shadowfax,R_WH_009_Varanasi
88000,5/5/2025,Nagpur,WH_005,5/11/2025,Grocery,673.49,XpressBees,R_WH_005_Nagpur
88001,10/8/2024,Howrah,WH_004,10/15/2024,Mobile & Accessories,252.05,BlueDart,R_WH_004_Howrah
88002,4/4/2024,Bhubaneswar,WH_003,4/8/2024,Sports & Fitness,883.95,DTDC,R_WH_003_Bhubaneswar
88003,11/19/2024,Pimpri-Chinchwad,WH_014,11/23/2024,Pet Supplies,1184.73,DTDC,R_WH_014_Pimpri-Chinchwad
88004,2/8/2023,Varanasi,WH_016,2/15/2023,Furniture,7506.02,BlueDart,R_WH_016_Varanasi
88005,3/16/2023,Ghaziabad,WH_009,3/26/2023,Furniture,2039.94,BlueDart,R_WH_009_Ghaziabad
88006,5/14/2025,Howrah,WH_018,5/18/2025,Electronics,225.91,BlueDart,R_WH_018_Howrah
88007,7/14/2024,Varanasi,WH_019,7/18/2024,Fashion-Men,524.58,Shadowfax,R_WH_019_Varanasi
88008,8/5/2023,Pimpri-Chinchwad,WH_011,8/6/2023,Furniture,1148.78,XpressBees,R_WH_011_Pimpri-Chinchwad
88009,9/3/2023,Amritsar,WH_010,9/9/2023,Beauty & Personal Care,1066.2,Delhivery,R_WH_010_Amritsar
88010,1/12/2025,Vasai-Virar,WH_016,1/17/2025,Fashion-Women,3533.63,XpressBees,R_WH_016_Vasai-Virar
88011,2/22/2024,Chandigarh,WH_015,2/25/2024,Jewellery,2529.53,BlueDart,R_WH_015_Chandigarh
88012,2/5/2025,Gurugram,WH_008,2/8/2025,Electronics,233.96,Delhivery,R_WH_008_Gurugram
88013,7/22/2023,Vadodara,WH_017,7/22/2023,Appliances,1865.71,Delhivery,R_WH_017_Vadodara
88014,10/17/2024,Srinagar,WH_010,10/20/2024,Industrial Supplies,441.13,Delhivery,R_WH_010_Srinagar
88015,5/13/2025,Bhubaneswar,WH_001,5/17/2025,Appliances,415.29,BlueDart,R_WH_001_Bhubaneswar
88016,6/29/2025,Allahabad,WH_016,7/1/2025,Mobile & Accessories,3836.69,Shadowfax,R_WH_016_Allahabad
88017,3/18/2025,Patna,WH_017,3/24/2025,Mobile & Accessories,1329.99,BlueDart,R_WH_017_Patna
88018,9/1/2025,Nagpur,WH_007,9/7/2025,Pet Supplies,437.04,Delhivery,R_WH_007_Nagpur
88019,6/2/2024,Nagpur,WH_008,6/4/2024,Home & Kitchen,502.07,EcomExpress,R_WH_008_Nagpur
88020,9/4/2024,Gurugram,WH_011,9/6/2024,Jewellery,1365.68,EcomExpress,R_WH_011_Gurugram
88021,10/23/2023,Chennai,WH_015,10/27/2023,Electronics,783.82,Delhivery,R_WH_015_Chennai
88022,3/25/2024,Agra,WH_006,3/28/2024,Jewellery,5290.96,DTDC,R_WH_006_Agra
88023,4/17/2025,Kalyan-Dombivli,WH_010,4/21/2025,Appliances,509.58,XpressBees,R_WH_010_Kalyan-Dombivli
88024,8/16/2023,Mumbai,WH_008,8/26/2023,Mobile & Accessories,3331.67,XpressBees,R_WH_008_Mumbai
88025,4/13/2023,Bhubaneswar,WH_004,4/21/2023,Appliances,853.4,DTDC,R_WH_004_Bhubaneswar
88026,9/24/2025,Bhiwandi,WH_009,9/25/2025,Fashion-Women,404.63,Shadowfax,R_WH_009_Bhiwandi
88027,4/2/2023,Chennai,WH_018,4/2/2023,Mobile & Accessories,1129.02,Delhivery,R_WH_018_Chennai
88028,2/28/2025,Coimbatore,WH_013,3/1/2025,Grocery,1957.64,DTDC,R_WH_013_Coimbatore
88029,12/23/2023,Vijayawada,WH_011,12/23/2023,Footwear,522.38,AmazonLogistics,R_WH_011_Vijayawada
88030,11/29/2024,Madurai,WH_016,11/30/2024,Footwear,1245.04,BlueDart,R_WH_016_Madurai
88031,6/19/2025,Jabalpur,WH_020,6/23/2025,Sports & Fitness,1337.46,Delhivery,R_WH_020_Jabalpur
88032,5/26/2023,Jodhpur,WH_019,5/31/2023,Sports & Fitness,282.95,BlueDart,R_WH_019_Jodhpur
88033,9/24/2023,Moradabad,WH_008,9/29/2023,Jewellery,351.14,EcomExpress,R_WH_008_Moradabad
88034,4/29/2023,Ghaziabad,WH_004,5/1/2023,Electronics,4469.8,EcomExpress,R_WH_004_Ghaziabad
88035,5/17/2024,Nagpur,WH_011,5/19/2024,Furniture,1687.12,Delhivery,R_WH_011_Nagpur
88036,9/21/2023,Visakhapatnam,WH_001,9/21/2023,Grocery,1027.71,EcomExpress,R_WH_001_Visakhapatnam
88037,10/3/2023,Srinagar,WH_008,10/4/2023,Sports & Fitness,274.42,DTDC,R_WH_008_Srinagar
88038,12/15/2024,Bhopal,WH_020,12/20/2024,Mobile & Accessories,1261.72,Shadowfax,R_WH_020_Bhopal
88039,2/28/2023,Moradabad,WH_012,3/3/2023,Fashion-Men,681.56,BlueDart,R_WH_012_Moradabad
88040,12/13/2023,Jabalpur,WH_016,12/16/2023,Grocery,174.98,Shadowfax,R_WH_016_Jabalpur
88041,9/15/2025,Gurugram,WH_020,9/17/2025,Footwear,378.87,Shadowfax,R_WH_020_Gurugram
88042,10/26/2024,Gurugram,WH_016,10/29/2024,Toys & Baby,3841.93,AmazonLogistics,R_WH_016_Gurugram
88043,7/5/2023,Visakhapatnam,WH_009,7/9/2023,Industrial Supplies,3606.08,Shadowfax,R_WH_009_Visakhapatnam
88044,4/25/2023,Pune,WH_011,4/28/2023,Grocery,279.1,EcomExpress,R_WH_011_Pune
88045,2/25/2025,Vijayawada,WH_009,2/26/2025,Health,5074.33,DTDC,R_WH_009_Vijayawada
88046,6/11/2025,Faridabad,WH_018,6/16/2025,Toys & Baby,119.08,EcomExpress,R_WH_018_Faridabad
88047,6/16/2025,Srinagar,WH_011,6/18/2025,Automotive,328.83,EcomExpress,R_WH_011_Srinagar
88048,12/28/2023,Kalyan-Dombivli,WH_017,12/30/2023,Furniture,369.12,EcomExpress,R_WH_017_Kalyan-Dombivli
88049,9/25/2025,Jabalpur,WH_007,10/1/2025,Office Products,598.92,EcomExpress,R_WH_007_Jabalpur
88050,8/24/2023,Howrah,WH_016,8/27/2023,Stationery,827.5,Delhivery,R_WH_016_Howrah
88051,3/17/2024,Pune,WH_013,3/21/2024,Jewellery,1921.92,BlueDart,R_WH_013_Pune
88052,7/31/2024,Moradabad,WH_013,8/7/2024,Stationery,937.49,Shadowfax,R_WH_013_Moradabad
88053,9/20/2023,Mangalore,WH_012,9/23/2023,Footwear,1562.7,AmazonLogistics,R_WH_012_Mangalore
88054,2/20/2023,Delhi,WH_005,2/24/2023,Jewellery,595.07,Delhivery,R_WH_005_Delhi
88055,12/17/2023,Surat,WH_003,12/19/2023,Jewellery,2959.68,EcomExpress,R_WH_003_Surat
88056,2/21/2024,Bhiwandi,WH_017,2/22/2024,Industrial Supplies,2674.62,BlueDart,R_WH_017_Bhiwandi
88057,4/22/2025,Vadodara,WH_009,4/26/2025,Industrial Supplies,1567.65,XpressBees,R_WH_009_Vadodara
88058,1/13/2025,Hyderabad,WH_001,1/18/2025,Beauty & Personal Care,1091.45,XpressBees,R_WH_001_Hyderabad
88059,5/21/2025,Raipur,WH_018,5/23/2025,Home & Kitchen,442.6,DTDC,R_WH_018_Raipur
88060,1/13/2023,Madurai,WH_004,1/18/2023,Appliances,1359.37,DTDC,R_WH_004_Madurai
88061,1/29/2024,Dhanbad,WH_005,2/2/2024,Furniture,1673.96,EcomExpress,R_WH_005_Dhanbad
88062,5/30/2025,Surat,WH_009,6/2/2025,Electronics,4617.72,DTDC,R_WH_009_Surat
88063,4/6/2025,Varanasi,WH_020,4/10/2025,Home & Kitchen,623.1,EcomExpress,R_WH_020_Varanasi
88064,3/16/2025,Chandigarh,WH_002,3/18/2025,Books,1198.86,DTDC,R_WH_002_Chandigarh
88065,6/15/2024,Mumbai,WH_016,6/18/2024,Mobile & Accessories,3019.53,BlueDart,R_WH_016_Mumbai
88066,8/1/2023,Chandigarh,WH_002,8/2/2023,Mobile & Accessories,361.89,AmazonLogistics,R_WH_002_Chandigarh
88067,9/27/2023,Dhanbad,WH_020,9/30/2023,Stationery,114.79,BlueDart,R_WH_020_Dhanbad
88068,9/10/2025,Ranchi,WH_014,9/11/2025,Fashion-Women,878.03,AmazonLogistics,R_WH_014_Ranchi
88069,2/9/2023,Pimpri-Chinchwad,WH_013,2/15/2023,Home & Kitchen,1629.93,XpressBees,R_WH_013_Pimpri-Chinchwad
88070,10/8/2024,Howrah,WH_013,10/12/2024,Electronics,410.64,XpressBees,R_WH_013_Howrah
88071,8/22/2025,Ludhiana,WH_012,8/26/2025,Grocery,225.13,AmazonLogistics,R_WH_012_Ludhiana
88072,2/12/2025,Patna,WH_002,2/16/2025,Mobile & Accessories,5036.26,EcomExpress,R_WH_002_Patna
88073,7/24/2025,Bhopal,WH_014,7/27/2025,Mobile & Accessories,139.67,Delhivery,R_WH_014_Bhopal
88074,6/30/2023,Vijayawada,WH_005,7/8/2023,Stationery,352.46,DTDC,R_WH_005_Vijayawada
88075,1/8/2025,Ghaziabad,WH_014,1/11/2025,Furniture,2016.71,EcomExpress,R_WH_014_Ghaziabad
88076,9/22/2023,Chandigarh,WH_007,9/23/2023,Fashion-Men,697.24,Shadowfax,R_WH_007_Chandigarh
88077,4/16/2023,Coimbatore,WH_019,4/18/2023,Home & Kitchen,2971.09,EcomExpress,R_WH_019_Coimbatore
88078,4/12/2025,Hyderabad,WH_017,4/14/2025,Stationery,1026.84,BlueDart,R_WH_017_Hyderabad
88079,5/1/2024,Thane,WH_004,5/1/2024,Pet Supplies,4185.03,EcomExpress,R_WH_004_Thane
88080,2/8/2024,Kanpur,WH_016,2/10/2024,Sports & Fitness,1003.58,BlueDart,R_WH_016_Kanpur
88081,1/25/2024,Bhopal,WH_007,1/27/2024,Pet Supplies,1850.04,BlueDart,R_WH_007_Bhopal
88082,8/30/2024,Vasai-Virar,WH_003,9/1/2024,Stationery,3207.45,IndiaPost,R_WH_003_Vasai-Virar
88083,8/30/2025,Faridabad,WH_011,9/1/2025,Fashion-Women,2276.13,Delhivery,R_WH_011_Faridabad
88084,3/17/2025,Nagpur,WH_017,3/22/2025,Pet Supplies,392.96,EcomExpress,R_WH_017_Nagpur
88085,9/26/2025,Vadodara,WH_012,9/29/2025,Mobile & Accessories,1520.29,BlueDart,R_WH_012_Vadodara
88086,5/3/2023,Amritsar,WH_020,5/6/2023,Sports & Fitness,572.4,Delhivery,R_WH_020_Amritsar
88087,2/27/2025,Patna,WH_013,3/1/2025,Sports & Fitness,1839.42,BlueDart,R_WH_013_Patna
88088,2/6/2023,Lucknow,WH_004,2/8/2023,Beauty & Personal Care,1704.47,BlueDart,R_WH_004_Lucknow
88089,2/18/2025,Vasai-Virar,WH_014,2/19/2025,Electronics,1294.59,DTDC,R_WH_014_Vasai-Virar
88090,12/10/2024,Kalyan-Dombivli,WH_003,12/14/2024,Industrial Supplies,484.31,EcomExpress,R_WH_003_Kalyan-Dombivli
88091,2/5/2025,Patna,WH_014,2/9/2025,Appliances,988.86,Delhivery,R_WH_014_Patna
88092,5/17/2024,Pimpri-Chinchwad,WH_018,5/21/2024,Electronics,1283.43,IndiaPost,R_WH_018_Pimpri-Chinchwad
88093,6/10/2024,Chandigarh,WH_002,6/13/2024,Fashion-Men,510.76,Delhivery,R_WH_002_Chandigarh
88094,7/5/2025,Vasai-Virar,WH_005,7/9/2025,Home & Kitchen,582.85,EcomExpress,R_WH_005_Vasai-Virar
88095,8/19/2024,Vadodara,WH_017,8/23/2024,Sports & Fitness,351.36,IndiaPost,R_WH_017_Vadodara
88096,4/2/2023,Kalyan-Dombivli,WH_013,4/2/2023,Furniture,430.58,XpressBees,R_WH_013_Kalyan-Dombivli
88097,4/10/2023,Pune,WH_006,4/13/2023,Appliances,782.77,XpressBees,R_WH_006_Pune
88098,9/3/2025,Jabalpur,WH_006,9/5/2025,Beauty & Personal Care,473.86,EcomExpress,R_WH_006_Jabalpur
88099,11/16/2024,Jabalpur,WH_009,11/18/2024,Appliances,2439.79,XpressBees,R_WH_009_Jabalpur
88100,3/30/2024,Aligarh,WH_013,4/1/2024,Jewellery,2442.5,IndiaPost,R_WH_013_Aligarh
88101,12/27/2024,Raipur,WH_013,1/1/2025,Home & Kitchen,296.15,EcomExpress,R_WH_013_Raipur
88102,5/26/2025,Ahmedabad,WH_014,5/31/2025,Automotive,204.22,XpressBees,R_WH_014_Ahmedabad
88103,8/20/2024,Gwalior,WH_017,8/21/2024,Books,1449.28,XpressBees,R_WH_017_Gwalior
88104,1/29/2024,Faridabad,WH_004,1/31/2024,Stationery,1482.44,Delhivery,R_WH_004_Faridabad
88105,8/16/2024,Vadodara,WH_012,8/21/2024,Sports & Fitness,1089.01,Shadowfax,R_WH_012_Vadodara
88106,4/13/2025,Kolkata,WH_013,4/17/2025,Automotive,610.71,IndiaPost,R_WH_013_Kolkata
88107,6/4/2025,Kalyan-Dombivli,WH_006,6/12/2025,Footwear,855.66,AmazonLogistics,R_WH_006_Kalyan-Dombivli
88108,8/29/2025,Faridabad,WH_019,9/1/2025,Stationery,2334.9,XpressBees,R_WH_019_Faridabad
88109,5/19/2024,Kalyan-Dombivli,WH_020,5/21/2024,Jewellery,1708.56,DTDC,R_WH_020_Kalyan-Dombivli
88110,4/27/2023,Howrah,WH_009,5/2/2023,Stationery,1832.92,IndiaPost,R_WH_009_Howrah
88111,11/9/2024,Nagpur,WH_004,11/11/2024,Home & Kitchen,3941.85,BlueDart,R_WH_004_Nagpur
88112,1/23/2025,Varanasi,WH_009,1/23/2025,Office Products,920.45,IndiaPost,R_WH_009_Varanasi
88113,2/28/2025,Coimbatore,WH_013,3/9/2025,Electronics,894.24,Delhivery,R_WH_013_Coimbatore
88114,5/5/2024,Pune,WH_020,5/6/2024,Mobile & Accessories,183.65,EcomExpress,R_WH_020_Pune
88115,12/8/2023,Bengaluru,WH_011,12/10/2023,Footwear,281.16,DTDC,R_WH_011_Bengaluru
88116,3/1/2024,Bhopal,WH_011,3/6/2024,Fashion-Women,6512.22,Delhivery,R_WH_011_Bhopal
88117,4/14/2024,Bhopal,WH_001,4/18/2024,Office Products,1734.99,EcomExpress,R_WH_001_Bhopal
88118,5/14/2023,Agra,WH_010,5/21/2023,Stationery,428.23,BlueDart,R_WH_010_Agra
88119,5/27/2025,Jaipur,WH_017,5/29/2025,Sports & Fitness,3938.18,DTDC,R_WH_017_Jaipur
88120,6/29/2023,Chennai,WH_017,7/1/2023,Jewellery,3717.6,Shadowfax,R_WH_017_Chennai
88121,11/7/2024,Patna,WH_006,11/7/2024,Office Products,410.3,BlueDart,R_WH_006_Patna
88122,7/31/2023,Howrah,WH_005,8/4/2023,Sports & Fitness,3057.66,EcomExpress,R_WH_005_Howrah
88123,6/1/2024,Meerut,WH_005,6/2/2024,Books,5731.45,BlueDart,R_WH_005_Meerut
88124,8/7/2024,Pimpri-Chinchwad,WH_018,8/9/2024,Fashion-Men,214.42,Delhivery,R_WH_018_Pimpri-Chinchwad
88125,2/17/2024,Rajkot,WH_013,2/17/2024,Pet Supplies,1862.04,Shadowfax,R_WH_013_Rajkot
88126,12/23/2023,Vadodara,WH_012,12/25/2023,Grocery,411.97,BlueDart,R_WH_012_Vadodara
88127,3/28/2024,Aligarh,WH_016,3/30/2024,Toys & Baby,484.3,Shadowfax,R_WH_016_Aligarh
88128,3/10/2024,Chennai,WH_005,3/11/2024,Footwear,1335.7,EcomExpress,R_WH_005_Chennai
88129,3/18/2023,Visakhapatnam,WH_018,3/20/2023,Office Products,1502.85,XpressBees,R_WH_018_Visakhapatnam
88130,10/10/2023,Varanasi,WH_007,10/12/2023,Automotive,1617.57,EcomExpress,R_WH_007_Varanasi
88131,12/27/2024,Bhopal,WH_019,12/30/2024,Grocery,319.52,Delhivery,R_WH_019_Bhopal
88132,11/7/2024,Faridabad,WH_015,11/9/2024,Jewellery,4967.93,BlueDart,R_WH_015_Faridabad
88133,11/16/2024,Bhopal,WH_006,11/19/2024,Stationery,2565.3,Delhivery,R_WH_006_Bhopal
88134,9/1/2024,Chennai,WH_013,9/6/2024,Fashion-Women,1552.52,DTDC,R_WH_013_Chennai
88135,6/20/2024,Ranchi,WH_005,6/22/2024,Stationery,274.42,IndiaPost,R_WH_005_Ranchi
88136,2/25/2024,Kolkata,WH_007,2/27/2024,Health,3038.88,Shadowfax,R_WH_007_Kolkata
88137,5/31/2023,Gwalior,WH_013,6/6/2023,Office Products,426.65,IndiaPost,R_WH_013_Gwalior
88138,1/1/2025,Dhanbad,WH_004,1/3/2025,Mobile & Accessories,6790.84,Delhivery,R_WH_004_Dhanbad
88139,5/17/2024,Visakhapatnam,WH_006,5/19/2024,Books,184.14,DTDC,R_WH_006_Visakhapatnam
88140,10/27/2024,Rajkot,WH_005,11/1/2024,Toys & Baby,624.8,Delhivery,R_WH_005_Rajkot
