op_id,warehouse_id,date,avg_processing_time_hours,storage_cost_per_pallet_inr,workforce_available,shifts
8803,WH_017,9/24/2025,7.12,363.23,340,2
8804,WH_013,1/11/2024,8.05,130.75,389,3
8805,WH_001,12/2/2023,8.32,206,65,2
8806,WH_013,5/16/2024,3.43,329.47,201,3
8807,WH_001,10/17/2024,7.24,92.43,180,2
8808,WH_015,8/13/2025,7.55,398.63,291,2
8809,WH_015,5/6/2023,7.96,390.45,108,3
8810,WH_020,9/5/2023,3.35,191.75,384,2
8811,WH_008,5/14/2023,7.02,227.94,154,2
8812,WH_017,7/12/2023,1,72.98,89,2
8813,WH_017,3/29/2025,4.93,266.64,322,2
8814,WH_004,9/13/2024,4.77,83.91,41,1
8815,WH_008,6/2/2025,5.32,226.36,73,3
8816,WH_004,7/21/2024,2.78,393.35,195,2
8817,WH_016,6/7/2025,6.42,288.48,325,2
8818,WH_002,3/4/2024,6.71,450.39,263,2
8819,WH_019,1/14/2023,3.19,245.01,334,2
8820,WH_004,7/6/2024,6.59,65.25,375,3
8821,WH_007,7/10/2024,4.71,345.2,63,3
8822,WH_010,8/16/2024,6.36,232.98,171,3
8823,WH_009,9/2/2024,8,198.88,158,3
8824,WH_003,1/6/2023,2.45,478.91,20,2
8825,WH_010,4/30/2025,6.49,122.55,225,2
8826,WH_010,9/7/2025,7.93,171.85,391,3
8827,WH_019,1/28/2025,3.27,129.86,329,1
8828,WH_002,2/29/2024,7.5,291.39,50,2
8829,WH_018,8/28/2024,1.34,398.88,44,1
8830,WH_013,10/16/2024,7.76,335.81,258,3
8831,WH_008,4/19/2025,8.41,283.65,166,3
8832,WH_003,5/2/2025,6.12,348.09,20,2
8833,WH_011,6/16/2024,8.97,76.2,188,3
8834,WH_005,6/26/2024,3.65,159.29,216,2
8835,WH_008,10/24/2024,7.27,67.5,93,2
8836,WH_017,12/31/2024,4.35,103.87,270,2
8837,WH_010,7/19/2025,7.24,118.14,314,3
8838,WH_016,5/6/2023,5.16,104.39,332,1
8839,WH_003,1/29/2024,6.39,238.64,386,1
8840,WH_009,1/19/2024,6.48,396.6,372,2
8841,WH_011,1/12/2023,5.37,206.66,327,3
8842,WH_013,5/28/2023,4.62,75.4,217,3
8843,WH_010,12/27/2024,2.53,127.29,82,2
8844,WH_005,8/18/2023,5.61,183.59,392,2
8845,WH_015,1/18/2025,6.07,367.17,70,2
8846,WH_013,7/20/2024,5.43,463.85,135,3
8847,WH_016,3/2/2025,3.63,202.59,318,1
8848,WH_016,5/11/2024,9.29,440.73,35,2
8849,WH_004,9/25/2023,4.8,389.17,319,3
8850,WH_001,7/12/2025,6.24,210.97,366,2
8851,WH_016,11/19/2023,4.79,482.28,281,2
8852,WH_003,5/1/2023,6.73,88.65,148,2
8853,WH_005,4/5/2025,5.32,464.79,164,2
8854,WH_019,9/1/2024,10.99,443.32,310,2
8855,WH_007,4/30/2023,4.93,332.29,397,2
8856,WH_013,8/19/2025,5.52,342.16,78,3
8857,WH_011,1/15/2025,8.02,312.72,278,3
8858,WH_012,8/14/2023,2.41,405.87,285,2
8859,WH_019,5/8/2024,6.71,210.84,219,2
8860,WH_019,3/19/2024,6.24,238.5,110,2
8861,WH_001,9/16/2024,4.9,99.68,140,2
8862,WH_015,7/22/2024,1,424.39,349,2
8863,WH_012,3/6/2025,3.63,376.28,368,2
8864,WH_019,11/4/2023,6.71,231.71,145,2
8865,WH_009,9/12/2025,3.42,350.11,178,3
8866,WH_001,2/12/2025,7.57,494.97,26,2
8867,WH_006,8/23/2023,2.48,365.16,165,3
8868,WH_020,1/14/2023,7.22,172.21,169,3
8869,WH_016,4/23/2024,4.03,134.95,342,3
8870,WH_008,7/9/2023,6.48,211.78,352,2
8871,WH_007,3/11/2023,2.83,148.83,399,2
8872,WH_009,3/19/2024,8.25,219.18,227,2
8873,WH_008,6/18/2024,4.27,285.55,387,3
8874,WH_012,6/21/2023,1.58,58.56,238,2
8875,WH_004,7/6/2024,5.45,165.48,373,2
8876,WH_002,1/6/2024,4.65,79.74,337,2
8877,WH_012,6/16/2024,3.8,105.53,248,3
8878,WH_006,12/26/2023,8.94,272.06,140,2
8879,WH_011,11/29/2023,3.91,137.57,178,3
8880,WH_011,4/29/2023,3.74,342.54,210,2
8881,WH_013,12/24/2023,7.72,283.89,198,2
8882,WH_009,1/20/2023,3.62,349.99,78,2
8883,WH_020,12/2/2023,2.35,311.1,138,2
8884,WH_004,7/11/2025,5.56,241.92,107,3
8885,WH_019,4/18/2025,3.35,84.96,22,2
8886,WH_019,12/4/2024,6.73,216.43,209,3
8887,WH_017,6/1/2024,4.26,412.94,292,3
8888,WH_018,2/7/2023,4.7,485.9,353,3
8889,WH_016,2/3/2025,4.02,123.64,295,3
8890,WH_001,10/21/2024,3.89,357.8,150,3
8891,WH_017,1/8/2024,9.09,371.54,332,2
8892,WH_018,5/8/2023,7.61,282.9,62,2
8893,WH_014,12/3/2024,7.1,237.98,292,2
8894,WH_003,9/11/2024,5.6,72.79,329,1
8895,WH_019,2/26/2025,4.55,262.35,222,3
8896,WH_017,3/4/2025,7.12,496.23,22,3
8897,WH_001,6/24/2024,4.94,281.56,374,3
8898,WH_012,6/25/2024,3.23,275.97,216,1
8899,WH_020,7/17/2025,8.44,334.75,295,2
8900,WH_006,3/3/2025,6.68,52.31,207,2
8901,WH_016,3/9/2024,9.58,483.49,366,2
8902,WH_003,4/10/2023,6.7,101.63,234,2
8903,WH_009,12/17/2023,6.08,250.15,99,1
8904,WH_017,7/7/2024,5.82,332.9,132,1
8905,WH_017,6/6/2025,4.52,452.17,345,3
8906,WH_014,9/7/2024,3.07,456.3,270,1
8907,WH_011,12/20/2023,6.86,310.68,259,2
8908,WH_019,2/1/2023,6.02,365.55,341,2
8909,WH_001,9/6/2023,4.65,129.18,377,2
8910,WH_002,7/9/2024,4.77,300.73,208,2
8911,WH_001,11/2/2023,7.76,88.09,186,2
8912,WH_010,2/10/2025,7.53,441.16,298,3
8913,WH_001,3/19/2024,7.9,85.57,279,3
8914,WH_007,9/6/2023,5.42,398.88,362,2
8915,WH_020,6/25/2024,7.6,354.4,77,2
8916,WH_020,5/15/2023,7.26,66.45,56,1
8917,WH_020,5/21/2025,7.12,365.82,268,3
8918,WH_008,1/3/2025,7.81,77.9,28,2
8919,WH_011,2/21/2025,3.37,53.6,316,1
8920,WH_006,5/11/2023,2.73,161.11,41,3
8921,WH_012,7/9/2024,7.07,91.5,94,2
8922,WH_008,4/7/2024,2.43,52.27,378,1
8923,WH_011,4/3/2024,7.73,410.58,174,3
8924,WH_019,1/28/2024,5.71,442.29,352,3
8925,WH_018,3/14/2024,6.86,201.17,373,2
8926,WH_014,12/17/2024,9.49,393.26,243,3
8927,WH_003,7/15/2024,6.38,294.69,348,1
8928,WH_013,6/24/2024,6.63,102.93,250,2
8929,WH_001,10/6/2023,4.58,56.45,372,3
8930,WH_004,2/19/2023,3.97,252.92,50,2
8931,WH_005,4/12/2023,3.18,238.11,345,2
8932,WH_005,10/9/2023,6.36,282.12,81,2
8933,WH_008,4/13/2025,2.13,493.13,309,2
8934,WH_008,1/20/2025,10.1,489.78,88,2
8935,WH_020,3/30/2023,3.23,421.79,397,2
8936,WH_007,1/22/2025,6.71,246.06,346,2
8937,WH_018,5/20/2025,9.68,359.13,144,2
8938,WH_003,6/1/2024,6.92,94.64,261,2
8939,WH_011,2/5/2025,1.74,419.85,173,3
8940,WH_011,3/7/2024,6.74,381.45,270,3
8941,WH_002,5/28/2025,9.83,267.42,37,1
8942,WH_010,12/6/2024,4.76,155.85,251,2
8943,WH_015,9/28/2023,4.01,244.06,271,2
8944,WH_008,11/9/2024,7.15,320.49,370,2
8945,WH_012,10/15/2023,4.18,392.23,262,2
8946,WH_004,3/23/2025,8.51,248.65,326,2
8947,WH_016,4/28/2025,4.81,371.4,371,3
8948,WH_020,11/21/2024,5.93,479.53,180,3
8949,WH_015,12/17/2023,3.16,281.73,278,3
8950,WH_019,1/5/2024,5.33,334.01,251,2
8951,WH_019,10/2/2023,8.54,398.35,215,2
8952,WH_004,9/19/2023,4.13,422.85,394,1
8953,WH_007,6/8/2024,6.04,252.58,127,2
8954,WH_019,1/2/2025,5.82,445.89,271,2
8955,WH_008,3/10/2024,7.1,79.16,198,3
8956,WH_007,7/24/2024,6.57,485.92,54,2
8957,WH_020,9/19/2023,3.14,309,31,2
8958,WH_020,10/28/2023,5.82,250.41,330,2
8959,WH_010,2/8/2024,4.11,176.13,69,2
8960,WH_020,9/19/2025,5.49,414.35,272,2
8961,WH_010,11/17/2023,7.16,121.49,51,2
8962,WH_013,1/1/2024,9.35,235.38,39,2
8963,WH_019,10/3/2024,6.93,458.16,115,3
8964,WH_019,9/7/2024,7.18,490.01,379,3
8965,WH_001,12/20/2023,3.41,191.69,283,2
8966,WH_010,12/15/2024,3.58,435.85,266,3
8967,WH_007,12/7/2024,6.41,431.03,108,3
8968,WH_009,5/3/2024,6.42,499.47,251,2
8969,WH_012,6/24/2025,5.84,189.3,250,1
8970,WH_003,12/12/2023,7.95,357.11,138,3
8971,WH_018,8/26/2024,2.41,163.4,268,2
8972,WH_005,11/10/2024,5.79,411.43,94,2
8973,WH_019,9/15/2024,4.33,269.8,60,2
8974,WH_013,6/3/2024,6.4,278.26,101,3
8975,WH_001,2/1/2023,5.42,463.28,271,2
8976,WH_006,12/10/2023,6.98,259.05,148,2
8977,WH_012,9/14/2024,2.47,53.26,67,2
8978,WH_006,10/31/2023,8.18,377,371,2
8979,WH_007,3/12/2023,7.79,171.15,143,3
8980,WH_001,12/9/2023,5.97,167.23,313,2
8981,WH_020,11/3/2024,1,249.41,110,3
8982,WH_012,5/29/2024,5.68,489.23,341,2
8983,WH_018,11/8/2023,5.74,75.16,237,2
8984,WH_007,1/13/2024,5.53,88.83,158,3
8985,WH_006,11/12/2023,7.15,375.8,178,1
8986,WH_003,4/5/2025,5.8,265,261,1
8987,WH_009,3/25/2023,7.96,105.96,342,2
8988,WH_003,1/11/2024,8.49,211.17,393,3
8989,WH_004,2/18/2023,4.42,134.3,162,2
8990,WH_003,3/14/2024,1.53,410.4,227,2
8991,WH_010,8/4/2023,3.47,422.93,120,2
8992,WH_006,10/13/2023,4.84,490.33,184,3
8993,WH_016,1/1/2025,5.6,249.84,53,2
8994,WH_014,6/16/2024,7.26,68.09,223,2
8995,WH_008,7/19/2023,4.33,231.81,80,3
8996,WH_010,7/24/2025,6.73,169.2,106,2
8997,WH_013,12/6/2024,5.05,342.44,109,2
8998,WH_007,11/28/2024,4.6,53.44,362,3
8999,WH_003,7/1/2023,5.92,464.92,368,2
9000,WH_002,1/17/2024,3.7,368.77,217,2
9001,WH_017,2/20/2024,5.88,350.39,62,3
9002,WH_003,7/19/2023,9.86,299.84,399,2
9003,WH_018,8/5/2025,4.78,147.35,120,1
9004,WH_009,10/1/2023,5.59,201.24,253,2
9005,WH_004,9/5/2024,5.58,142.21,184,3
9006,WH_014,5/14/2024,8.65,431.6,131,2
9007,WH_020,7/22/2023,6.18,311.84,202,3
9008,WH_004,6/19/2025,6.97,359.87,98,3
9009,WH_005,3/27/2023,6.11,121.49,173,2
9010,WH_013,8/17/2024,4.94,68.72,295,2
9011,WH_009,8/17/2023,5.4,415.65,377,3
9012,WH_007,4/7/2025,4.41,431.76,316,2
9013,WH_016,12/14/2024,6.74,480.79,64,2
9014,WH_008,5/19/2024,4.13,209.25,166,1
9015,WH_005,11/26/2024,4.54,309.04,224,2
9016,WH_006,12/19/2024,6.14,255.16,89,2
9017,WH_011,3/23/2024,5.1,124.26,61,2
9018,WH_014,12/21/2024,9.04,382.63,255,2
9019,WH_005,6/10/2024,8.4,216.44,35,2
9020,WH_017,3/8/2024,8.81,258.16,202,1
9021,WH_005,6/4/2024,5.73,444.2,266,2
9022,WH_004,8/21/2025,4.18,54.12,95,3
9023,WH_014,3/16/2025,8.79,207.02,55,1
9024,WH_006,3/18/2024,6.31,143.67,201,3
9025,WH_013,6/10/2024,7.78,282.59,206,2
9026,WH_010,6/17/2024,5.84,241.29,283,2
9027,WH_020,5/5/2025,5.14,154.3,50,2
9028,WH_013,7/11/2023,6.84,237.01,108,2
9029,WH_006,7/28/2025,5.39,151.86,206,3
9030,WH_005,4/21/2024,3.09,152.99,181,3
9031,WH_008,9/24/2023,8.29,285.11,319,3
9032,WH_017,4/18/2023,4.56,271.35,170,3
9033,WH_001,8/31/2025,7.76,302.43,282,3
9034,WH_018,7/18/2023,7.35,467.53,115,3
9035,WH_013,7/8/2023,7.86,401.48,361,1
9036,WH_020,10/31/2023,8.01,273.51,86,1
9037,WH_006,1/9/2023,6.58,424.64,332,3
9038,WH_011,1/14/2024,4.12,374.66,112,2
9039,WH_015,9/3/2024,7.76,471.95,196,2
9040,WH_012,10/23/2024,6.39,404.33,310,1
9041,WH_011,5/24/2023,8.59,294.19,391,3
9042,WH_003,10/16/2023,5.55,433.37,74,3
9043,WH_010,12/24/2024,4.77,427.36,219,2
9044,WH_008,8/16/2023,6.61,254.87,40,1
9045,WH_020,2/18/2023,5.09,376.92,186,3
9046,WH_019,7/16/2024,1.48,74.65,139,2
9047,WH_010,6/24/2025,5.74,77.25,157,2
9048,WH_009,5/9/2025,8.61,224.77,123,2
9049,WH_018,9/2/2025,5.92,201.9,41,3
9050,WH_019,6/4/2023,5.3,375.28,352,2
9051,WH_012,6/24/2024,8.37,331.6,212,3
9052,WH_019,6/1/2024,8.73,440.54,226,3
9053,WH_020,1/14/2023,7.97,488.35,187,1
9054,WH_016,7/6/2024,6.84,377.07,329,2
9055,WH_015,1/22/2024,8.24,290.89,165,2
9056,WH_017,5/13/2023,7.75,289.34,104,3
9057,WH_001,5/15/2023,4.96,288.6,133,2
9058,WH_019,9/2/2024,9.25,174.6,304,2
9059,WH_001,11/24/2024,6.63,332.75,32,2
9060,WH_018,4/12/2025,6.6,255.18,55,3
9061,WH_012,8/15/2024,6.82,228.02,54,3
9062,WH_019,11/22/2023,4.86,477.55,395,3
9063,WH_010,1/1/2023,5.4,359.27,119,2
9064,WH_018,3/14/2023,6.43,87.73,339,2
9065,WH_010,9/20/2025,4.67,290.99,39,2
9066,WH_011,6/27/2025,3.74,387.63,51,2
9067,WH_001,6/7/2023,4.34,223.87,167,2
9068,WH_002,6/26/2025,5.85,303.22,242,2
9069,WH_016,6/16/2025,9,315.99,35,2
9070,WH_019,7/19/2025,6.22,322.67,167,3
9071,WH_005,3/27/2025,4.99,486.5,381,3
9072,WH_003,3/29/2024,5.15,302.3,297,1
9073,WH_009,10/13/2024,6.22,56.39,233,2
9074,WH_015,2/20/2023,5.98,466.73,308,3
9075,WH_009,11/6/2023,2.24,384.32,272,3
9076,WH_001,6/18/2025,5.13,404.13,141,2
9077,WH_018,10/17/2024,2.83,287.09,142,3
9078,WH_010,9/7/2025,5.34,328.19,125,2
9079,WH_011,6/11/2023,5.31,70.62,196,2
9080,WH_018,12/10/2023,5.96,50.81,159,3
9081,WH_012,6/24/2023,5.46,490.69,130,2
9082,WH_017,6/19/2024,9.07,299.1,236,3
9083,WH_016,3/31/2023,7.76,279.51,106,2
9084,WH_008,5/9/2025,5.29,439.2,231,2
9085,WH_003,11/5/2024,4.8,299.89,42,1
9086,WH_008,1/30/2023,7.21,315.49,31,2
9087,WH_009,6/1/2025,4.87,302.7,77,2
9088,WH_019,12/14/2023,7.39,320.47,191,3
9089,WH_001,10/31/2024,6.42,159.58,73,3
9090,WH_001,5/20/2023,5.09,213.47,376,2
9091,WH_007,3/4/2023,5.15,431.43,127,2
9092,WH_004,5/13/2023,10.3,240.23,97,2
9093,WH_005,7/21/2023,7.57,343.79,49,3
9094,WH_019,8/19/2024,5.19,255.79,150,2
9095,WH_006,2/21/2025,8.75,172.54,150,2
9096,WH_006,5/11/2025,7.67,186.97,294,3
9097,WH_009,8/16/2025,8.45,247.17,256,3
9098,WH_012,4/27/2024,4.01,95.7,339,2
9099,WH_015,2/13/2023,6.66,235.87,355,2
9100,WH_020,3/9/2024,4.45,220.72,73,2
9101,WH_004,1/18/2024,6.67,328.88,115,3
9102,WH_001,5/14/2024,6.25,284.69,383,3
9103,WH_019,11/19/2024,4.97,414.58,50,2
9104,WH_018,2/21/2023,8.22,402.34,32,2
9105,WH_007,8/26/2023,5.29,242.89,134,2
9106,WH_002,11/8/2023,5.46,229,348,1
9107,WH_002,1/25/2023,7.23,269.57,142,2
9108,WH_013,3/28/2024,4.8,203.66,99,3
9109,WH_011,8/29/2023,4.21,102.27,138,2
9110,WH_013,4/14/2023,4.33,130.04,145,2
9111,WH_019,2/14/2023,4,186.65,126,2
9112,WH_016,6/6/2025,5.46,270.29,391,2
9113,WH_013,2/8/2025,6.55,101.57,92,3
9114,WH_001,4/19/2025,3.15,431.43,344,2
9115,WH_020,10/19/2023,3.98,330.05,214,3
9116,WH_002,2/5/2025,6.87,80.44,198,2
9117,WH_018,4/5/2024,1.73,202.56,150,2
9118,WH_016,8/27/2024,9.31,159.05,230,2
9119,WH_004,11/1/2023,4.96,196.93,271,3
9120,WH_015,3/6/2023,7.07,293.94,294,2
9121,WH_011,10/12/2023,5.04,148.58,322,3
9122,WH_001,12/4/2024,6.75,165.15,120,2
9123,WH_005,5/17/2024,6.98,341.32,163,2
9124,WH_004,6/30/2024,1.41,179.31,192,3
9125,WH_015,5/11/2024,5.64,329.37,201,2
9126,WH_013,10/16/2023,5.96,171.39,68,1
9127,WH_007,5/28/2023,6.57,432.41,190,2
9128,WH_020,8/20/2023,6.36,358.71,159,3
9129,WH_006,7/23/2025,6.71,315.22,37,2
9130,WH_002,9/3/2023,6.46,95.69,350,2
9131,WH_015,6/14/2023,6.97,473.93,323,2
9132,WH_005,5/11/2024,7.7,223.17,373,3
9133,WH_012,5/1/2023,3.73,392.96,309,1
9134,WH_020,8/25/2024,1,105.11,191,2
9135,WH_002,10/27/2024,6,431.51,370,1
9136,WH_017,3/12/2025,4.46,144.29,187,1
9137,WH_016,9/11/2024,2.61,289.95,382,1
9138,WH_012,2/6/2025,6.56,85.47,113,2
9139,WH_006,2/29/2024,9.57,159.49,160,3
9140,WH_004,12/16/2024,4.93,187.19,348,3
9141,WH_005,12/5/2023,5.81,213.26,310,2
9142,WH_011,5/23/2023,2.61,148.21,286,2
9143,WH_004,11/20/2023,4.82,428.51,321,3
9144,WH_017,6/27/2023,5.11,466.35,112,2
9145,WH_006,5/23/2024,6.24,417.75,179,2
9146,WH_004,10/14/2024,4.61,307.62,189,1
9147,WH_005,3/2/2023,7.84,353.89,311,3
9148,WH_014,10/31/2023,3.78,303.12,65,3
9149,WH_008,8/24/2023,8.42,61.13,116,3
9150,WH_006,5/27/2025,3.59,312.18,197,1
9151,WH_005,1/26/2024,6.35,287.75,26,3
9152,WH_008,8/11/2025,1.58,241.08,49,2
9153,WH_016,3/22/2025,7.91,289.26,222,2
9154,WH_010,5/22/2024,7.7,404.17,166,2
9155,WH_008,3/12/2024,4.76,104.75,195,2
9156,WH_004,8/22/2024,6.01,298.33,304,2
9157,WH_006,1/29/2024,5.78,141.63,359,2
9158,WH_004,7/19/2025,7.43,492.95,303,2
9159,WH_007,3/15/2024,5.13,117.57,232,2
9160,WH_011,3/28/2023,6.41,482.75,215,2
9161,WH_012,7/3/2023,4.47,392.17,271,2
9162,WH_006,5/3/2024,7.79,360.15,45,2
9163,WH_005,9/30/2023,6.37,120.12,328,2
9164,WH_010,4/1/2023,7.68,65.43,159,2
9165,WH_015,9/6/2023,4.28,265.53,283,2
9166,WH_004,4/7/2024,5.51,441.35,305,3
9167,WH_016,6/2/2023,6.23,389.79,344,3
9168,WH_005,1/11/2024,7.05,346.41,102,2
9169,WH_005,3/14/2024,5.82,494.28,75,2
9170,WH_020,8/9/2025,5.83,210.7,92,2
9171,WH_016,2/14/2025,8.26,340.8,205,2
9172,WH_004,7/19/2023,11.38,110.53,284,2
9173,WH_018,9/29/2024,4.62,162.02,305,2
9174,WH_005,6/19/2024,5.93,360.88,195,2
9175,WH_010,12/24/2023,8.28,182.34,41,2
9176,WH_005,2/4/2024,8.81,477.82,48,2
9177,WH_011,9/23/2023,4.27,63.34,50,2
9178,WH_019,1/16/2023,5.28,296.92,228,1
9179,WH_008,1/5/2024,6.11,460.74,365,2
9180,WH_020,7/27/2023,4.83,92.89,219,3
9181,WH_009,4/2/2023,5.85,489.92,394,2
9182,WH_008,1/27/2024,6.01,373.09,299,2
9183,WH_007,4/3/2023,5.41,421.17,284,2
9184,WH_016,1/16/2025,8.86,439.15,76,2
9185,WH_007,4/21/2023,6.13,462.57,379,2
9186,WH_011,3/13/2023,2.22,382.34,36,3
9187,WH_017,6/28/2025,4.97,226.28,76,2
9188,WH_014,11/27/2024,3.83,467.52,378,1
9189,WH_020,2/11/2023,4.68,148.97,234,3
9190,WH_003,5/9/2023,4.76,274.21,66,3
9191,WH_020,6/18/2023,6.61,314.52,72,3
9192,WH_003,12/6/2024,3.72,420.46,199,2
9193,WH_002,9/7/2024,8.03,69.46,220,1
9194,WH_011,4/15/2023,7.71,418.89,375,2
9195,WH_015,1/31/2024,4.85,59.11,273,3
9196,WH_012,2/24/2025,4.11,303.51,311,3
9197,WH_013,8/16/2024,4.44,161.45,74,2
9198,WH_019,3/31/2023,5.41,280.87,329,2
9199,WH_005,5/25/2023,7.79,459.72,359,3
9200,WH_016,1/9/2025,6.45,227.24,127,1
9201,WH_001,5/30/2023,9.16,493.61,324,2
9202,WH_020,8/18/2023,6.21,496.93,57,3
9203,WH_019,1/23/2024,5.9,483.88,312,2
9204,WH_004,11/16/2023,3.54,73.87,246,2
9205,WH_011,6/5/2023,6.07,314.14,142,2
9206,WH_019,3/28/2023,5.31,478.96,131,3
9207,WH_020,9/13/2024,4.82,377.58,56,2
9208,WH_016,1/6/2023,8.89,419.73,130,2
9209,WH_005,1/13/2023,2.38,377.83,363,2
9210,WH_011,5/17/2024,3.11,223.82,133,1
9211,WH_014,4/14/2025,3.24,271.52,91,2
9212,WH_017,1/6/2025,2.23,453.64,191,3
9213,WH_003,2/3/2023,7.18,110.7,98,2
9214,WH_020,6/25/2024,6.48,435.93,369,2
9215,WH_017,7/9/2023,9.9,268.19,191,2
9216,WH_004,4/29/2023,3.27,289.99,395,2
9217,WH_019,3/6/2025,8.24,237.45,106,1
9218,WH_012,4/12/2023,5.48,401.02,358,2
9219,WH_015,12/16/2023,8.21,207.97,47,3
9220,WH_005,12/30/2023,7.05,384.08,29,3
9221,WH_008,8/26/2025,8.27,181.38,312,2
9222,WH_017,8/3/2025,6.82,52.12,278,2
9223,WH_007,1/7/2024,7.37,228.62,102,2
9224,WH_020,3/9/2023,11.1,244.55,111,2
9225,WH_019,7/23/2023,10.5,351.64,194,2
9226,WH_006,12/4/2023,5.91,355.81,286,2
9227,WH_006,6/6/2025,4.46,463.42,39,2
9228,WH_018,8/18/2025,3.31,484.17,294,3
9229,WH_017,12/24/2023,6.27,412.21,142,2
9230,WH_006,4/12/2025,5.05,245.88,169,2
9231,WH_004,4/19/2025,3.49,57.88,190,2
9232,WH_019,12/6/2023,4.79,273.78,208,2
9233,WH_011,5/7/2023,5.5,458.47,168,2
9234,WH_007,2/3/2025,4.78,210.64,363,2
9235,WH_004,3/13/2024,6.89,72.84,73,1
9236,WH_009,3/27/2025,8.65,498.18,104,3
9237,WH_006,7/29/2025,7.67,109.95,79,2
9238,WH_011,7/22/2024,6.45,78.8,117,2
9239,WH_002,2/18/2025,5.51,139.87,132,2
9240,WH_009,3/21/2025,5.51,265.83,194,1
9241,WH_003,9/18/2023,6.34,329.62,120,3
9242,WH_009,1/12/2024,4.38,314.18,309,2
9243,WH_006,12/26/2024,4.42,207.17,41,2
9244,WH_003,8/4/2025,6.84,377.81,48,3
9245,WH_006,6/15/2025,7.43,72.06,208,3
9246,WH_016,3/23/2025,5.14,92.16,39,3
9247,WH_019,9/26/2023,4.09,144.22,88,2
9248,WH_008,3/15/2025,4.06,427.63,373,2
9249,WH_007,1/16/2023,4.21,399.41,259,3
9250,WH_006,8/8/2024,7.47,322.7,385,2
9251,WH_005,8/6/2025,5.86,156.89,369,2
9252,WH_002,3/29/2025,5.46,132.5,63,2
9253,WH_012,8/2/2023,4.65,410.79,110,3
9254,WH_006,7/22/2024,5.65,207.72,63,2
9255,WH_002,3/16/2025,6.07,472.76,398,2
9256,WH_020,5/2/2024,4.17,140.43,232,2
9257,WH_013,3/8/2024,8.06,153.89,65,3
9258,WH_008,11/11/2024,3.93,136.98,49,2
9259,WH_008,7/15/2023,10,268.08,394,1
9260,WH_010,5/31/2025,6.1,173.49,258,2
9261,WH_004,1/15/2024,7.22,63.99,337,3
9262,WH_007,1/24/2025,5.4,81.74,111,2
9263,WH_015,6/4/2024,9.04,212.02,365,2
9264,WH_015,8/31/2023,9.75,266.91,27,2
9265,WH_009,9/29/2025,5.15,270.72,153,1
9266,WH_014,9/13/2024,3.59,337.14,163,2
9267,WH_008,11/5/2024,2.61,68.14,386,2
9268,WH_020,12/10/2023,7.82,277.17,234,3
9269,WH_011,3/25/2024,5.53,239.41,277,2
9270,WH_003,10/22/2024,8.89,162.1,221,2
9271,WH_009,8/11/2025,10.45,336.28,153,3
9272,WH_005,6/26/2024,7.28,497.4,53,2
9273,WH_004,5/31/2024,3.32,173.91,136,3
9274,WH_014,8/6/2023,6.16,248.01,335,2
9275,WH_015,12/19/2023,5.1,497.96,65,2
9276,WH_016,10/28/2024,4.32,91.58,139,3
9277,WH_002,4/5/2023,4.37,318.67,392,2
9278,WH_008,7/1/2025,4.36,137,40,2
9279,WH_009,5/23/2024,8.68,488.35,241,2
9280,WH_009,6/4/2025,2.35,188.86,333,2
9281,WH_017,1/8/2023,7.96,234.96,385,3
9282,WH_010,2/5/2023,5.98,124.66,81,2
9283,WH_006,9/11/2025,6.31,241.72,208,2
9284,WH_011,9/21/2025,5.93,255.16,217,2
9285,WH_011,4/21/2025,6.94,166.73,30,2
9286,WH_016,12/23/2023,4.2,186.84,336,3
9287,WH_020,12/29/2023,5.81,354.96,147,3
9288,WH_004,1/3/2024,3.36,91.41,362,2
9289,WH_017,1/26/2025,6.41,366.85,308,2
9290,WH_018,8/25/2025,5.7,486.85,70,2
9291,WH_003,9/10/2023,9.68,112.14,307,2
9292,WH_019,8/23/2025,6.15,474.7,136,2
9293,WH_011,10/28/2024,7.25,414.36,349,2
9294,WH_019,3/12/2023,6.44,151.89,321,2
9295,WH_008,7/29/2024,6.48,129.44,128,3
9296,WH_011,2/26/2024,6.94,94.77,246,3
9297,WH_003,5/26/2023,5.2,454.77,204,2
9298,WH_009,4/18/2024,6.43,92.82,355,2
9299,WH_017,1/14/2023,4.49,252.47,276,3
9300,WH_002,1/27/2023,7.33,332.31,240,2
9301,WH_003,6/19/2024,7.06,426.08,172,2
9302,WH_006,12/27/2024,7.08,207.4,127,2
9303,WH_018,1/24/2024,4.82,439.72,319,3
9304,WH_003,9/17/2025,6.36,153.92,141,3
9305,WH_009,8/29/2025,6.19,189.01,338,3
9306,WH_010,7/22/2023,7.03,177.47,249,2
9307,WH_012,5/1/2024,6.77,469.12,239,2
9308,WH_011,3/12/2024,7.89,450.6,207,2
9309,WH_011,2/16/2023,4.57,234.35,195,3
9310,WH_009,1/28/2023,6.27,251.68,344,3
9311,WH_018,5/9/2024,2.75,299.75,381,2
9312,WH_005,8/16/2023,6.24,186.09,136,1
9313,WH_001,12/3/2023,5.42,283.12,141,2
9314,WH_018,10/7/2024,4.61,263.71,365,2
9315,WH_001,11/13/2024,5.44,248.07,212,3
9316,WH_016,5/17/2025,8.91,73.74,268,2
9317,WH_002,10/18/2024,7.64,380.86,85,1
9318,WH_015,3/4/2025,2.63,391.68,384,3
9319,WH_011,6/16/2023,10.75,497.36,126,1
